GOSECSBJ,KISMODE,KISLEVEL,GOSECLQ_UK,GOSECMED_UK,GOSECUQ_UK,GOSECPOP_UK,GOSECLQ_E,GOSECMED_E,GOSECUQ_E,GOSECPOP_E,GOSECLQ_NI,GOSECMED_NI,GOSECUQ_NI,GOSECPOP_NI,GOSECLQ_S,GOSECMED_S,GOSECUQ_S,GOSECPOP_S,GOSECLQ_W,GOSECMED_W,GOSECUQ_W,GOSECPOP_W
CAH17-01,01,03,24000,27000,32000,28185,24000,27500,32000,24275,23000,25000,28000,775,24000,26000,30000,2370,23000,25000,28500,695
CAH17-01,01,04,22000,25000,32000,1485,22000,26000,32000,1390,NA,NA,NA,NA,21500,23000,26500,40,20000,22000,25000,55
CAH17-01,02,03,26500,35000,48000,2050,26000,35000,49000,1675,23500,28000,35000,75,30000,35000,51000,225,27000,34000,45000,75
CAH17-01,02,04,28000,34000,43500,685,27500,33500,44500,565,30000,35000,38000,10,29000,35500,49000,65,30000,32500,38000,45
CAH17-01-01,01,03,24000,28000,32500,4440,24000,28000,33000,4110,20000,26000,30000,25,24000,27000,32000,210,24000,26000,29500,90
CAH17-01-01,01,04,21000,25500,30000,250,21000,26000,30000,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH17-01-01,02,03,28000,35000,48000,755,28000,36500,50000,615,20000,35000,40000,15,29000,34000,41000,85,26000,30000,42000,40
CAH17-01-01,02,04,24000,30500,45000,90,25000,33000,45000,70,NA,NA,NA,NA,22000,28000,47000,15,NA,NA,NA,NA
CAH17-01-02,01,03,24000,28000,32000,7170,24500,28000,32000,6305,23000,25000,28000,175,25000,28000,32000,530,23000,25000,28500,140
CAH17-01-02,01,04,22000,25000,30000,515,22000,25000,31000,495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH17-01-02,02,03,25000,30000,38500,360,25000,28500,38000,260,22000,25000,33500,30,30000,35000,55000,65,NA,NA,NA,NA
CAH17-01-02,02,04,25000,30000,34000,30,24000,29000,35000,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH17-01-03,01,03,24000,26000,30000,3440,24000,26000,30000,3005,23000,25000,27000,80,23500,25000,28500,275,23500,26000,27500,70
CAH17-01-03,01,04,23000,23500,27000,15,23000,23500,27000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH17-01-03,02,03,24000,28000,34000,55,24000,28000,32000,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH17-01-04,01,03,25000,29500,35000,3625,25000,30000,35000,3050,24000,26000,29000,95,24500,27500,32000,310,23500,26000,30000,165
CAH17-01-04,01,04,22000,25000,32000,260,22000,25000,32000,235,NA,NA,NA,NA,NA,NA,NA,NA,20500,24500,25000,15
CAH17-01-04,02,03,37500,48000,56500,480,39000,48000,56500,400,26500,29000,42000,10,35000,48000,64000,50,42000,50000,56000,15
CAH17-01-04,02,04,27500,32000,44500,315,27000,32000,42000,270,35000,35500,42000,10,32000,45000,50000,25,NA,NA,NA,NA
CAH17-01-05,01,03,24000,27000,30000,700,24000,27000,31000,540,24000,26000,29000,60,25000,27000,31000,90,23000,27000,31000,10
CAH17-01-05,01,04,21000,22500,30000,10,21000,22500,30000,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH17-01-05,02,03,31000,40000,47000,60,30000,40000,47000,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH17-01-05,02,04,33000,37500,45500,130,33000,38000,45500,115,NA,NA,NA,NA,32000,34000,36000,10,NA,NA,NA,NA
